NO2,O3,PM10,PM2.5,wind_speed,temperature,solar_radiation,humidity
6.6,49.0,5.5,3.7,2.79,5.7,0.0,79
6.5,50.0,5.6,3.7,2.62,5.9,8.0,81
7.7,53.0,6.0,3.9,2.79,7.4,87.0,80
7.1,61.0,6.4,3.8,2.26,9.3,215.0,77
6.4,65.0,6.5,3.7,2.25,10.6,358.0,75
5.6,67.0,5.8,3.3,2.2,11.7,503.0,68
4.9,69.0,5.5,3.1,2.26,12.4,627.0,61
5.2,73.0,5.6,2.9,2.27,13.1,719.0,52
5.5,76.0,4.8,2.8,2.34,13.6,773.0,44
5.9,78.0,4.4,2.6,2.15,14.1,766.0,39
5.5,80.0,4.2,2.5,2.48,14.7,734.0,31
5.6,82.0,4.5,2.6,2.23,14.7,663.0,29
5.6,82.0,4.7,2.7,1.87,14.4,560.0,29
5.7,82.0,4.2,2.8,1.41,14.1,439.0,29
6.8,87.0,3.9,2.4,1.43,13.7,294.0,31
10.2,79.0,3.7,2.7,1.77,13.0,156.0,34
12.2,75.0,4.6,2.8,1.61,11.5,39.0,49
16.4,58.0,6.7,5.1,1.28,10.6,0.0,57
19.8,54.0,7.9,6.2,1.52,9.6,0.0,63
20.1,48.0,8.0,6.3,1.72,8.4,0.0,65
16.8,48.0,7.4,5.9,1.57,7.9,0.0,65
15.6,50.0,7.9,5.9,1.24,7.2,0.0,69
15.7,47.0,8.7,6.6,1.24,5.4,0.0,73
15.0,48.0,9.3,7.4,1.71,4.7,0.0,77
13.0,47.0,9.4,7.7,1.9,4.4,0.0,77
11.5,47.0,8.9,7.6,1.89,4.1,9.0,78
12.0,40.0,9.0,7.2,1.91,5.6,88.0,73
11.3,39.0,10.3,7.8,1.43,8.0,221.0,63
9.0,48.0,9.0,7.3,1.45,10.2,368.0,56
7.0,63.0,8.4,6.9,1.91,12.1,512.0,45
5.8,71.0,7.1,5.8,2.11,13.3,634.0,42
4.5,75.0,6.2,4.3,2.51,14.2,725.0,36
4.1,84.0,5.7,3.5,2.4,15.0,778.0,34
4.6,91.0,5.0,3.6,2.12,15.4,787.0,35
4.7,93.0,5.0,3.5,2.41,15.2,718.0,39
4.9,93.0,5.5,3.8,2.98,14.1,551.0,49
5.3,90.0,5.5,3.6,2.48,13.7,417.0,47
5.5,91.0,5.8,3.4,2.26,13.6,431.0,46
6.3,90.0,5.9,3.8,2.46,13.1,287.0,45
8.1,81.0,5.8,3.6,1.73,12.3,150.0,45
10.9,76.0,6.0,3.9,1.22,11.5,42.0,52
13.3,72.0,6.8,4.9,1.36,10.5,0.0,61
13.0,67.0,8.1,5.7,2.57,9.4,0.0,69
12.3,57.0,9.7,7.6,2.87,9.0,0.0,70
8.8,56.0,8.8,7.5,2.95,8.6,0.0,73
6.4,57.0,8.1,6.6,2.8,8.1,0.0,79
5.9,52.0,7.3,5.9,3.17,6.8,0.0,81
5.0,53.0,7.2,5.7,3.52,6.2,0.0,81
4.6,54.0,7.5,5.5,3.97,5.7,0.0,86
4.5,56.0,7.5,5.2,4.28,5.8,10.0,94
5.7,60.0,7.5,4.8,4.88,7.1,75.0,93
5.2,58.0,6.9,5.0,4.86,8.1,146.0,89
4.0,59.0,6.5,4.8,5.1,9.6,236.0,81
3.0,63.0,5.7,3.6,5.57,11.7,367.0,71
2.5,67.0,6.3,3.5,5.69,13.1,503.0,67
2.2,73.0,5.5,3.4,5.86,13.9,555.0,63
1.9,77.0,5.2,3.4,5.8,14.7,568.0,59
2.0,79.0,4.9,3.3,5.75,15.4,583.0,56
2.0,81.0,5.1,3.4,6.39,14.5,565.0,61
2.2,81.0,6.0,3.3,6.36,14.9,476.0,59
2.4,82.0,5.1,3.3,6.13,15.0,405.0,58
2.3,82.0,5.2,3.3,6.02,14.9,370.0,58
2.4,84.0,5.7,3.5,5.76,13.6,277.0,64
2.4,85.0,5.6,4.0,5.05,12.4,145.0,68
2.6,84.0,6.5,3.9,4.32,11.4,39.0,72
3.2,82.0,6.7,3.7,4.35,10.1,0.0,76
3.3,80.0,6.6,3.7,4.19,9.3,0.0,79
3.1,78.0,7.0,3.9,3.83,8.8,0.0,82
3.0,75.0,7.0,3.8,3.51,8.6,0.0,83
3.2,69.0,7.2,3.9,3.09,8.4,0.0,84
3.2,68.0,7.2,4.2,3.13,7.7,0.0,89
3.2,66.0,7.1,4.4,3.16,8.1,0.0,87
3.2,64.0,6.9,4.5,3.08,7.4,0.0,91
3.2,62.0,6.9,4.3,3.3,7.4,10.0,91
3.3,63.0,6.6,4.3,2.96,8.2,78.0,88
3.5,62.0,6.5,4.3,2.12,9.6,175.0,83
3.0,65.0,6.7,4.0,2.0,11.1,323.0,76
3.1,68.0,6.8,3.5,1.75,12.7,491.0,71
3.0,71.0,6.5,3.8,1.56,14.2,609.0,65
3.6,74.0,7.3,4.0,1.09,15.6,691.0,58
3.2,78.0,6.7,3.9,0.65,17.0,724.0,47
2.8,81.0,6.1,3.8,1.01,17.5,708.0,47
3.1,84.0,6.0,4.0,3.29,15.5,653.0,70
3.1,84.0,6.6,4.5,3.29,15.2,593.0,73
3.6,85.0,6.4,4.3,3.55,14.8,483.0,68
4.1,87.0,6.7,4.1,3.38,14.4,351.0,65
4.8,88.0,6.7,4.4,2.89,14.0,246.0,67
5.7,87.0,6.4,3.9,2.43,13.1,141.0,73
7.8,81.0,6.1,4.2,2.19,12.3,40.0,81
12.2,74.0,6.6,4.1,2.91,11.8,1.0,84
11.3,65.0,7.8,4.7,3.57,11.3,0.0,87
10.7,61.0,7.6,5.5,3.46,10.8,0.0,92
8.4,64.0,8.4,5.2,3.58,10.5,0.0,94
6.3,69.0,8.9,6.1,4.1,10.3,0.0,95
5.4,71.0,8.1,5.4,4.16,9.9,0.0,94
4.9,70.0,6.5,4.6,4.1,9.6,0.0,94
4.6,71.0,5.9,3.6,4.15,9.4,0.0,93
4.7,70.0,5.6,3.4,4.11,9.6,9.0,91
4.3,70.0,5.0,3.4,4.18,9.9,74.0,86
3.8,72.0,4.7,3.1,4.12,10.4,184.0,81
3.5,73.0,4.6,3.1,3.75,11.2,303.0,76
3.1,73.0,4.4,2.9,3.58,11.9,391.0,72
2.8,76.0,4.4,2.9,3.72,12.4,479.0,69
2.5,81.0,5.0,2.9,3.79,12.7,579.0,68
2.3,86.0,5.2,3.1,3.76,13.0,673.0,64
2.6,89.0,5.3,3.2,3.62,13.4,712.0,59
3.0,92.0,5.0,3.3,3.61,13.8,759.0,55
3.1,93.0,4.6,3.3,3.29,13.8,692.0,57
3.4,95.0,4.8,3.3,3.05,13.8,579.0,61
3.9,98.0,5.0,3.3,3.18,13.4,448.0,63
4.5,97.0,5.5,3.7,3.35,12.9,303.0,63
5.2,94.0,5.6,4.2,3.24,12.3,165.0,67
7.5,91.0,5.7,3.8,2.77,11.5,50.0,76
8.7,87.0,5.3,3.8,2.65,10.9,1.0,86
9.1,79.0,5.5,3.8,3.61,10.4,0.0,82
6.7,78.0,5.2,3.7,3.45,9.6,0.0,78
4.8,76.0,5.1,3.1,3.13,9.0,0.0,79
4.6,76.0,4.8,2.8,2.89,8.6,0.0,79
5.1,76.0,4.5,2.9,3.24,7.9,0.0,82
5.4,75.0,4.4,3.2,2.96,7.7,0.0,83
5.5,73.0,4.4,3.3,2.49,7.4,0.0,86
5.7,73.0,4.3,3.2,2.38,7.5,14.0,87
6.4,72.0,4.3,2.8,2.53,8.7,101.0,83
4.9,75.0,4.3,2.7,2.52,10.1,233.0,73
4.2,78.0,4.4,2.7,2.37,11.1,379.0,64
3.9,80.0,4.3,2.8,2.53,11.9,514.0,57
3.5,83.0,4.3,3.2,2.61,12.7,632.0,54
3.1,85.0,4.3,3.3,2.76,13.4,729.0,53
3.3,88.0,4.2,3.5,2.76,13.4,664.0,52
3.2,88.0,4.7,3.5,2.58,14.1,767.0,51
3.7,89.0,4.5,3.6,2.73,14.8,758.0,48
4.2,89.0,4.8,3.7,2.59,14.9,685.0,49
4.5,89.0,5.1,3.7,2.12,14.8,582.0,52
5.4,88.0,5.4,3.9,1.93,14.4,452.0,55
6.0,88.0,5.8,4.3,1.87,14.1,308.0,57
6.3,88.0,6.0,4.7,1.5,13.6,167.0,60
7.7,84.0,6.6,5.9,1.57,12.8,52.0,66
8.9,79.0,8.1,7.5,1.94,11.6,1.0,74
10.7,70.0,10.5,9.4,2.41,10.6,0.0,78
10.3,70.0,11.4,10.0,2.5,9.9,0.0,79
8.8,66.0,11.4,9.6,2.55,9.4,0.0,80
6.2,61.0,10.1,8.9,2.83,8.9,0.0,83
6.0,61.0,9.6,8.1,2.89,7.8,0.0,87
4.9,59.0,8.9,7.4,3.09,7.6,0.0,86
4.7,56.0,8.0,7.1,3.32,7.5,0.0,85
4.8,56.0,7.8,7.2,3.61,7.8,15.0,83
6.8,55.0,8.2,7.4,3.9,9.1,103.0,79
6.3,59.0,7.3,6.3,3.52,11.1,235.0,73
4.3,68.0,5.8,4.6,3.57,13.4,379.0,63
3.4,79.0,4.7,3.2,4.37,15.5,519.0,52
2.5,87.0,4.6,3.0,4.89,17.0,636.0,49
2.1,91.0,4.3,3.0,5.34,18.1,682.0,45
2.1,94.0,3.9,2.8,5.68,18.7,673.0,43
1.8,95.0,3.7,2.6,6.03,19.2,728.0,41
2.1,94.0,3.8,2.9,6.43,19.7,752.0,35
2.2,92.0,4.5,3.2,6.66,19.4,668.0,32
2.4,91.0,5.2,3.5,6.62,18.5,533.0,36
2.6,91.0,6.3,3.7,6.58,17.5,439.0,45
2.5,92.0,7.0,3.8,6.31,16.4,228.0,50
2.5,91.0,7.2,4.1,6.24,15.2,123.0,55
2.6,91.0,7.2,4.5,6.04,14.1,35.0,58
2.9,90.0,7.7,4.7,5.88,13.1,1.0,62
2.9,87.0,8.5,4.9,5.51,12.1,0.0,67
2.7,86.0,9.1,5.1,5.41,11.4,0.0,71
2.6,86.0,9.9,5.5,5.41,10.9,0.0,73
2.3,85.0,10.1,5.6,5.54,10.4,0.0,75
2.3,84.0,10.3,6.4,5.42,9.4,0.0,83
2.3,83.0,11.3,6.7,5.39,8.9,0.0,89
2.3,81.0,11.6,6.8,5.35,8.7,0.0,93
2.8,77.0,10.0,6.0,4.99,8.9,17.0,92
4.0,74.0,10.3,5.3,4.15,9.8,99.0,87
5.1,68.0,10.9,5.5,3.81,11.6,235.0,79
5.0,71.0,10.1,5.2,4.12,13.5,386.0,72
5.1,75.0,8.9,4.6,5.31,15.1,516.0,68
3.5,77.0,7.7,5.3,5.75,15.3,631.0,57
2.0,78.0,6.0,4.1,5.84,15.6,722.0,45
1.8,92.0,5.7,3.4,5.85,15.6,714.0,37
1.8,106.0,5.1,3.0,5.78,14.9,689.0,36
1.9,108.0,5.0,2.9,5.35,13.8,703.0,40
2.1,105.0,5.0,2.9,5.21,13.4,627.0,41
2.0,103.0,4.8,2.8,4.76,13.1,520.0,48
2.1,103.0,4.5,2.9,3.95,12.6,373.0,54
2.6,103.0,4.7,3.0,3.7,11.7,184.0,58
3.1,102.0,4.7,3.2,3.8,11.1,86.0,58
3.0,96.0,4.9,3.1,3.59,10.6,45.0,60
3.2,93.0,4.8,2.9,4.36,9.9,2.0,54
3.7,90.0,4.7,2.6,4.19,9.2,0.0,51
4.0,88.0,4.6,2.8,4.35,8.8,0.0,51
3.5,87.0,4.7,2.9,5.96,9.4,0.0,46
3.1,86.0,4.8,2.6,6.0,9.4,0.0,52
2.3,82.0,4.8,2.6,5.41,8.2,0.0,65
2.3,79.0,5.2,2.5,5.06,8.0,0.0,69
2.3,76.0,4.3,2.2,5.34,8.0,0.0,66
2.4,77.0,4.3,2.0,5.68,8.1,19.0,65
2.4,74.0,4.2,2.0,5.7,8.9,114.0,63
1.9,76.0,4.0,2.0,6.17,9.6,250.0,60
1.8,81.0,4.0,2.0,6.38,10.4,396.0,58
1.3,84.0,4.1,2.0,6.32,11.1,537.0,57
1.1,84.0,4.4,2.0,6.2,12.0,656.0,54
1.0,82.0,4.5,1.9,5.76,13.1,746.0,49
1.0,83.0,4.1,1.8,5.66,14.1,799.0,45
1.2,84.0,3.6,1.8,5.48,14.7,794.0,44
1.3,85.0,3.4,1.9,5.36,15.4,773.0,40
1.6,88.0,3.5,2.4,5.07,15.8,660.0,38
2.0,92.0,3.9,2.5,5.76,15.9,580.0,37
1.9,94.0,4.0,2.2,5.67,14.7,457.0,42
2.3,93.0,3.3,2.0,5.5,14.0,326.0,36
2.3,92.0,3.3,2.2,4.81,13.0,184.0,40
3.0,84.0,4.0,2.8,3.77,11.8,62.0,51
3.8,74.0,5.2,3.3,3.57,10.5,3.0,62
4.0,72.0,5.9,3.9,3.69,9.8,0.0,74
3.6,72.0,6.6,4.2,4.17,9.1,0.0,81
3.7,68.0,7.4,4.3,4.14,8.9,0.0,83
4.0,73.0,9.0,5.1,3.98,8.5,0.0,82
3.9,61.0,8.0,4.8,4.0,7.8,0.0,85
3.8,58.0,7.3,4.9,4.04,7.3,0.0,89
3.6,62.0,8.0,5.3,4.29,7.3,0.0,91
4.0,57.0,7.8,5.0,4.77,7.8,20.0,89
5.0,54.0,8.3,4.6,4.85,9.4,114.0,81
4.0,65.0,6.5,3.4,4.82,12.1,249.0,69
2.2,74.0,4.7,3.1,6.42,12.8,395.0,57
1.5,80.0,4.5,3.0,7.12,13.2,534.0,54
1.2,83.0,4.6,3.1,6.8,13.8,608.0,50
1.5,82.0,4.8,2.9,5.93,14.5,680.0,47
1.4,82.0,4.6,2.9,6.55,15.1,763.0,44
1.2,84.0,4.5,2.9,6.3,15.1,774.0,48
1.3,85.0,4.3,2.8,6.0,15.4,712.0,44
1.4,83.0,4.0,2.7,5.83,15.7,676.0,41
1.4,82.0,4.0,2.7,6.42,15.7,605.0,40
1.5,84.0,4.0,2.6,6.34,15.6,473.0,40
1.9,84.0,4.0,2.7,6.07,15.3,329.0,40
2.1,82.0,4.0,2.8,5.2,14.6,186.0,45
2.5,78.0,4.0,2.8,4.45,13.6,64.0,48
3.1,70.0,4.2,3.0,4.74,12.4,3.0,53
4.3,63.0,4.7,3.5,4.4,11.6,0.0,56
5.2,59.0,5.4,3.8,5.98,10.8,0.0,59
4.3,65.0,5.7,3.6,5.98,10.5,0.0,61
3.9,67.0,5.7,3.9,6.02,10.1,0.0,66
3.2,71.0,6.0,4.2,5.87,9.1,0.0,76
2.8,72.0,6.6,4.7,5.56,9.1,0.0,79
3.1,72.0,6.9,5.2,5.33,9.2,0.0,82
3.4,67.0,7.6,5.4,5.05,9.8,20.0,82
3.7,69.0,6.8,4.9,4.65,11.2,77.0,77
4.0,67.0,6.7,4.3,4.11,12.6,153.0,72
2.9,71.0,5.5,3.7,5.16,14.4,363.0,65
2.0,79.0,5.1,3.6,5.39,14.9,461.0,57
1.8,84.0,4.9,3.5,6.26,15.1,564.0,55
1.4,87.0,4.8,3.2,6.66,15.3,671.0,50
1.1,90.0,4.5,3.0,6.71,14.8,695.0,51
1.2,88.0,4.4,2.8,6.1,14.8,534.0,50
1.2,85.0,4.4,2.9,5.69,15.0,475.0,50
1.1,83.0,4.3,2.9,5.83,15.1,530.0,51
1.2,82.0,4.2,2.9,5.69,15.4,503.0,50
1.4,80.0,4.3,3.0,6.17,15.5,400.0,50
1.8,77.0,4.3,2.9,5.85,14.6,187.0,56
2.4,75.0,4.4,2.9,5.05,14.3,70.0,59
3.1,72.0,4.3,2.9,4.58,13.7,37.0,64
3.7,69.0,4.2,3.0,3.56,12.8,3.0,70
3.7,67.0,4.4,3.0,3.69,12.5,0.0,68
3.8,65.0,4.6,2.8,3.8,12.2,0.0,65
3.4,62.0,4.4,2.8,3.78,11.6,0.0,67
3.3,62.0,4.4,2.7,3.95,11.0,0.0,71
3.3,62.0,4.4,2.7,3.48,9.6,0.0,84
3.4,57.0,4.4,2.8,3.42,9.1,0.0,88
4.2,51.0,4.6,3.1,3.37,9.0,0.0,89
5.3,46.0,5.0,4.0,2.77,9.2,16.0,88
4.8,45.0,6.0,4.2,2.77,9.9,69.0,84
4.3,44.0,6.0,3.8,3.31,11.4,246.0,74
3.0,57.0,5.6,2.8,4.06,12.8,390.0,68
2.2,69.0,4.7,2.5,5.63,14.4,516.0,56
1.6,78.0,3.8,2.5,5.99,14.8,631.0,51
1.3,80.0,3.7,2.5,6.91,15.1,687.0,49
1.3,77.0,3.9,2.6,6.15,15.2,712.0,51
1.3,80.0,3.8,2.8,5.14,15.6,641.0,46
1.3,79.0,3.9,2.8,4.72,16.5,714.0,42
1.3,80.0,3.8,2.9,4.72,16.1,485.0,42
1.4,81.0,4.0,2.9,4.81,16.0,416.0,44
1.6,81.0,4.1,2.8,5.5,16.0,401.0,42
1.9,80.0,4.1,2.8,4.7,15.6,176.0,44
2.3,76.0,4.1,3.1,4.68,15.4,144.0,49
3.0,74.0,4.4,3.5,4.6,14.8,44.0,54
3.2,69.0,4.8,3.8,5.02,14.3,4.0,55
3.4,68.0,5.1,3.8,4.83,14.2,0.0,58
3.9,67.0,5.2,3.7,4.28,14.2,0.0,61
4.0,65.0,5.1,2.9,3.36,14.0,0.0,60
3.4,64.0,4.4,2.9,2.82,13.5,0.0,62
4.6,58.0,4.6,3.4,2.7,12.7,0.0,64
4.4,58.0,4.6,3.2,3.54,11.7,0.0,72
4.2,57.0,4.9,3.1,3.99,10.9,0.0,78
4.4,59.0,5.1,2.9,3.98,10.4,23.0,78
4.4,63.0,4.8,3.1,3.95,11.2,113.0,67
4.2,70.0,4.7,3.5,4.04,12.6,224.0,55
3.7,75.0,4.5,3.4,4.8,13.7,338.0,49
3.0,81.0,4.5,3.2,5.23,14.6,486.0,47
2.5,82.0,4.5,3.1,5.2,15.9,662.0,44
2.1,83.0,4.5,3.0,5.05,17.0,755.0,36
1.9,87.0,4.1,2.8,4.82,18.1,814.0,30
2.0,91.0,3.8,2.8,4.69,18.9,832.0,27
2.3,95.0,3.6,2.7,4.64,19.9,805.0,22
2.9,95.0,3.6,2.6,4.2,20.0,734.0,22
3.2,92.0,3.4,2.2,3.58,20.1,626.0,22
3.3,87.0,3.3,2.4,2.51,20.1,493.0,24
4.2,83.0,3.4,2.5,1.75,20.2,344.0,29
5.8,84.0,3.9,2.9,2.55,19.2,196.0,35
7.7,77.0,4.7,3.8,3.51,17.4,72.0,42
7.7,68.0,5.0,3.9,4.04,15.4,5.0,43
6.3,63.0,4.9,3.7,3.6,13.9,0.0,46
5.5,59.0,4.8,3.5,4.0,12.9,0.0,49
4.6,61.0,4.5,3.4,4.5,12.4,0.0,52
3.4,67.0,4.8,3.4,4.85,12.0,0.0,53
3.0,67.0,4.9,3.4,5.1,10.4,0.0,57
2.8,70.0,5.1,3.3,5.4,10.3,0.0,59
2.6,70.0,5.3,3.4,5.66,10.2,0.0,61
2.6,72.0,5.4,3.6,5.88,10.6,27.0,61
3.3,73.0,5.7,3.6,5.89,11.9,128.0,60
3.7,74.0,5.9,3.6,4.97,13.7,265.0,55
3.0,79.0,5.7,3.3,5.36,15.6,411.0,51
2.4,86.0,5.8,3.1,5.37,17.5,550.0,46
2.0,90.0,5.8,3.3,5.7,19.1,670.0,42
1.7,94.0,5.5,3.4,5.65,20.4,758.0,39
1.6,96.0,5.1,3.2,5.48,21.4,808.0,35
1.6,97.0,5.0,3.3,5.25,22.0,818.0,34
1.8,97.0,5.4,3.4,5.77,21.2,789.0,33
2.1,97.0,6.0,3.6,5.85,20.9,721.0,34
2.2,97.0,6.3,3.7,5.71,19.9,619.0,39
2.2,95.0,6.4,3.9,5.33,19.0,491.0,46
2.1,91.0,7.2,4.1,4.97,17.4,345.0,56
2.1,87.0,8.5,4.6,4.78,15.6,196.0,64
2.5,85.0,9.9,5.2,4.75,13.8,76.0,71
2.6,83.0,9.5,4.9,4.38,12.3,6.0,78
2.8,81.0,10.4,5.3,4.35,11.4,0.0,82
2.5,81.0,11.2,5.9,4.54,10.6,0.0,86
2.2,80.0,11.8,6.1,4.62,10.2,0.0,87
2.0,77.0,12.4,5.9,4.75,10.0,0.0,88
1.9,76.0,13.1,5.6,5.35,9.9,0.0,86
1.9,76.0,13.1,4.7,5.24,9.6,0.0,86
1.9,76.0,13.1,4.7,4.96,9.2,0.0,89
2.0,75.0,12.6,4.5,5.27,9.5,28.0,89
2.6,74.0,11.0,4.1,6.6,10.6,114.0,83
2.8,71.0,12.0,4.1,7.82,11.8,224.0,72
2.5,72.0,12.7,4.3,6.75,13.2,361.0,64
1.9,73.0,12.3,4.1,6.9,14.1,543.0,60
1.8,76.0,12.6,4.1,6.6,15.1,661.0,55
1.6,79.0,12.0,4.2,6.9,16.5,725.0,45
1.6,83.0,10.5,4.1,7.22,17.5,771.0,41
2.3,82.0,7.8,4.1,6.83,15.7,531.0,58
2.9,77.0,7.6,4.7,7.01,15.8,628.0,50
3.2,78.0,6.3,3.9,5.95,15.2,349.0,51
2.9,75.0,5.7,3.5,6.43,15.4,450.0,48
2.3,71.0,5.6,3.1,6.1,14.8,384.0,49
1.8,75.0,5.4,3.1,6.13,14.3,310.0,49
1.8,79.0,5.4,3.3,6.51,12.9,170.0,52
1.9,85.0,5.7,3.2,6.6,10.1,60.0,61
1.8,83.0,9.8,3.4,6.91,8.9,7.0,59
1.7,82.0,9.7,3.4,6.49,8.5,0.0,63
1.6,80.0,10.4,3.1,6.5,8.2,0.0,60
1.5,75.0,11.0,3.4,6.9,7.8,0.0,66
1.4,76.0,10.1,3.0,6.24,7.5,0.0,67
1.4,75.0,6.5,2.3,6.1,6.3,0.0,70
1.4,73.0,4.5,1.6,6.22,6.2,0.0,73
1.7,71.0,3.4,1.5,5.97,6.3,0.0,79
2.0,70.0,3.0,1.9,6.15,5.2,6.0,86
3.5,67.0,3.3,2.5,6.4,5.9,93.0,83
4.0,63.0,2.8,1.9,7.45,5.8,166.0,83
3.1,64.0,2.4,1.4,8.51,4.7,227.0,92
2.3,69.0,1.8,1.4,8.52,6.1,199.0,85
1.9,69.0,1.8,1.3,8.72,6.9,250.0,90
1.6,67.0,2.2,1.3,8.66,8.5,375.0,77
1.4,67.0,2.2,1.2,7.88,9.2,352.0,70
1.3,69.0,2.3,1.3,7.47,9.4,557.0,63
1.2,73.0,2.7,1.5,5.91,9.0,500.0,65
1.4,72.0,2.6,1.5,6.02,9.6,570.0,61
1.7,72.0,2.3,1.5,4.42,9.8,446.0,61
2.1,70.0,2.2,1.5,4.28,9.6,372.0,64
2.5,68.0,2.3,1.7,4.94,6.8,191.0,77
2.4,68.0,2.5,1.7,4.33,7.2,92.0,78
2.6,68.0,2.8,1.7,3.74,6.6,45.0,82
2.7,67.0,2.7,1.8,4.31,6.4,6.0,82
3.3,64.0,2.6,1.6,4.77,5.9,0.0,80
3.1,60.0,2.4,1.6,4.3,5.6,0.0,81
3.2,56.0,2.7,2.0,4.57,5.2,0.0,82
3.5,55.0,2.6,1.9,4.79,5.0,0.0,81
3.3,56.0,2.7,2.0,4.29,4.0,0.0,85
3.3,54.0,2.9,2.2,4.17,3.8,0.0,87
3.7,50.0,3.1,2.4,4.21,3.7,0.0,88
4.0,52.0,3.0,2.3,4.41,4.2,31.0,86
4.3,52.0,3.2,2.4,4.29,5.5,132.0,84
5.1,52.0,3.4,2.6,3.66,6.8,188.0,81
4.1,56.0,3.3,2.2,3.89,8.6,285.0,76
3.2,60.0,2.6,2.0,5.28,10.6,437.0,62
2.2,65.0,2.2,1.7,5.77,9.6,471.0,62
1.9,69.0,1.9,1.5,4.67,9.9,352.0,63
2.2,69.0,1.9,1.5,3.54,9.2,460.0,75
1.9,69.0,2.3,1.5,4.03,8.6,315.0,75
1.8,71.0,2.0,1.4,4.38,11.0,540.0,60
1.7,74.0,1.7,1.3,4.98,11.8,552.0,54
1.8,73.0,1.8,1.4,3.98,8.2,169.0,76
2.2,72.0,2.5,1.5,4.4,9.7,162.0,61
2.1,73.0,2.9,1.5,4.51,10.8,270.0,50
3.0,73.0,3.5,1.8,3.73,10.1,149.0,59
3.9,68.0,4.6,2.5,3.64,9.2,50.0,65
4.7,63.0,5.6,2.9,3.57,8.2,5.0,71
4.0,66.0,6.1,3.2,3.52,7.7,0.0,76
3.4,66.0,6.6,3.1,3.32,7.0,0.0,82
3.3,66.0,7.3,3.0,3.4,6.5,0.0,86
2.8,67.0,7.5,3.0,3.71,6.2,0.0,88
2.6,64.0,7.1,2.8,3.38,5.2,0.0,91
2.7,62.0,7.3,2.8,3.34,5.1,0.0,92
2.8,61.0,7.5,2.9,3.23,4.9,0.0,93
2.6,62.0,7.8,2.8,3.3,5.4,32.0,92
2.3,65.0,7.9,2.7,3.13,6.8,126.0,91
2.1,67.0,8.3,2.7,3.36,8.4,246.0,86
1.9,74.0,8.1,2.7,3.7,9.8,387.0,74
1.5,78.0,7.8,2.5,3.97,9.9,340.0,73
1.7,83.0,6.9,2.5,4.23,10.4,415.0,69
1.9,85.0,6.2,2.3,4.39,11.6,490.0,64
1.6,88.0,6.0,2.4,4.49,12.2,448.0,60
1.4,92.0,4.8,2.4,4.63,13.1,532.0,53
1.6,91.0,5.6,2.5,4.44,13.7,521.0,49
1.6,93.0,5.5,2.5,4.17,14.3,480.0,45
1.5,94.0,5.3,2.3,3.49,15.3,499.0,39
1.9,91.0,5.1,2.4,3.21,14.9,345.0,48
3.0,91.0,4.6,2.8,4.33,13.6,234.0,66
3.5,87.0,4.9,3.2,3.78,13.0,111.0,73
4.2,87.0,8.2,3.5,4.5,12.6,43.0,77
4.6,87.0,9.9,6.0,4.97,11.6,4.0,83
5.1,87.0,13.9,10.2,4.81,11.4,0.0,86
5.4,82.0,13.4,9.9,4.87,11.4,0.0,88
6.2,76.0,11.9,10.6,5.38,11.6,0.0,89
5.3,75.0,10.1,8.8,5.92,11.9,0.0,89
4.0,73.0,8.6,7.2,5.97,11.8,0.0,92
3.6,70.0,6.5,5.4,5.9,11.4,0.0,95
3.8,66.0,5.6,4.3,6.0,11.4,0.0,95
4.1,60.0,5.2,3.7,5.66,11.4,11.0,96
4.4,55.0,3.6,2.7,5.13,11.6,34.0,97
5.4,53.0,3.2,2.5,5.02,12.1,63.0,95
6.3,53.0,2.5,2.0,5.83,13.2,144.0,92
7.2,50.0,3.0,2.3,3.81,13.5,129.0,95
7.5,53.0,3.4,2.9,5.2,14.6,184.0,89
7.5,48.0,3.7,2.9,4.96,14.9,215.0,90
7.1,48.0,3.8,2.8,5.01,14.4,145.0,94
6.8,48.0,3.2,2.5,5.31,13.9,125.0,95
7.1,46.0,2.7,2.4,5.84,14.6,209.0,90
6.6,46.0,3.7,2.6,4.8,14.4,122.0,92
5.4,51.0,5.1,3.4,5.46,14.1,124.0,92
3.1,60.0,7.1,3.7,4.89,14.4,243.0,87
2.4,64.0,8.1,4.1,5.22,14.6,260.0,82
2.4,67.0,8.3,4.2,5.58,14.1,164.0,84
2.5,65.0,6.9,3.8,5.27,13.1,71.0,88
2.1,62.0,6.7,3.5,5.52,12.1,8.0,89
2.1,62.0,8.4,3.6,5.44,11.1,0.0,90
2.1,64.0,8.2,3.2,5.15,10.4,0.0,90
2.2,65.0,10.0,3.4,4.5,9.8,0.0,91
2.3,64.0,11.3,3.8,4.16,9.3,0.0,92
2.6,63.0,11.1,4.0,4.25,8.9,0.0,93
2.7,61.0,10.4,4.1,4.2,8.6,0.0,93
2.8,59.0,9.1,4.1,3.94,8.4,0.0,93
2.9,58.0,9.0,4.0,3.96,8.6,36.0,92
3.0,60.0,9.1,3.8,3.69,9.9,138.0,90
3.2,63.0,8.7,3.8,3.9,11.4,273.0,86
2.7,68.0,8.4,4.0,4.55,12.9,400.0,81
2.3,71.0,7.6,4.0,4.83,12.6,514.0,77
1.9,77.0,6.6,3.9,6.27,13.9,588.0,66
1.8,82.0,6.3,3.4,6.17,13.9,599.0,69
1.7,86.0,6.1,3.3,5.64,14.8,664.0,62
